forest,effect.size.calc,study.design,include.qual,include.quant,author,title,year,journal,study.id,study.treat,es.id,measure.name,developer,delayed,hedges.g,variance,grade.level,no.disability,group.size.calc,content,prop.females.whole,prop.females.t1,prop.females.t2,prop.black.whole,prop.black.t1,prop.black.t2,prop.hispanic.whole,prop.hispanic.t1,prop.hispanic.t2,prop.white.whole,prop.white.t1,prop.white.t2,prop.native,prop.asian,prop.other.races,txt.name,txt.description,txt.n,txt.sessions,txt.sessions.minutes,algebra,early.numeracy,fractions,geometry,lifeskills,measurement,operations,word.problem,explicit.modeling,explicit.guided,explicit.indep,explicit.feedback,explicit.discourse,group.whole,group.small,group.one,group.size.original,control.name,control.description,qi.1.1,qi.2.1,qi.2.2,qi.3.1,qi.3.2,qi.4.1,qi.4.2,qi.5.1,qi.5.2,qi.5.3,qi.6.1,qi.6.2,qi.6.3,qi.6.4,qi.6.8,qi.6.9,qi.7.1,qi.7.2,qi.7.3,qi.7.4,qi.7.5,qi.7.6,qi.8.1,qi.8.3,qi.g.total,qi.percent,qi.1.1B,qi.2.1B,qi.2.2B,qi.3.1B,qi.3.2B,qi.4.1B,qi.4.2B,qi.5.1B,qi.5.2B,qi.5.3B,qi.6.1B,qi.6.2B,qi.6.3B,qi.6.5B,qi.6.6B,qi.6.7B,qi.7.1B,qi.7.2B,qi.7.3B,qi.7.4B,qi.7.5B,qi.8.2B,qi.s.total
"Beveridge et al., 2005",7,scrd,1,1,"Beveridge, Breann R. and Weber, Kimberly P. and Derby, K. Mark and McLaughlin, T. F.",The Effects of a Math Racetrack with Two Elementary Students with Learning Disabilities,2005,International Journal of Special Education,117,117,1039,Multiplication and division facts,,0,1.314670295,0.130267736,elem,0,1,operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intervention,Math racetrack,2,10,27.5,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,1,,,NA,1,1,Baseline,,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,13,0.727272727,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,16
"Beygi et al., 2010",23,qed,1,1,"Beygi, Alireza and Padakannaya, Prakash and Gowramma, I. P.",A remedial intervention for addition and subtraction in children with dyscalculia,2010,Journal of the Indian Academy of Applied Psychology,118,118,1040,Key Math diagnostic arithmetic test- Addition,1,0,1.343614514,0.12349037,elem,0,20,operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,treatment,addition and subtraction lessons,20,30,65,NA,1,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,NA,,control,,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,12,0.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,9
"Beygi et al., 2010",23,qed,1,1,"Beygi, Alireza and Padakannaya, Prakash and Gowramma, I. P.",A remedial intervention for addition and subtraction in children with dyscalculia,2010,Journal of the Indian Academy of Applied Psychology,118,118,1041,Key Math diagnostic arithmetic test- Subtraction,1,0,1.164386982,0.117641486,elem,0,20,operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,treatment,addition and subtraction lessons,20,30,65,NA,1,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,NA,,control,,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,12,0.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,9
Bone 2020,7,scrd,1,1,"Bone, E. ",Using manipulatives to support secondary students with high-incidence disabilities in algebra ,2020,Doctoral dissertation ,120,120,1044,Algebra equation probes,0,0,4.153,0.1936,sec,0,1,algebra,0.67,0.67,0,0,0,0,0,0,0.33,0.33,0,0,0,0.67,0.67,Intervention,Virtual-abstract framework,3,43,20,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,,,NA,1,1,Baseline,No intervention,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,15,0.863636364,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,19
"Bottge et al., 2007",6,rct,1,1,"Bottge, B., Rueda, E., LaRoque, P. T., Serlin, R. C. and Kwon, J.",Integrating reform-oriented math instruction in special education settings,2007,Learning Disabilities Research & Practice,122,122,1046,Kim's Komet Problem Solving Test,0,0,0.958,0.235,sec,0,25,operations,0.36,0.38,0.33,0.12,0.09,0.16,0.18,0.13,0.24,0.65,0.71,0.58,0.09,0.01,0,Sequence A,Lessons included Enhanced Anchored Instruction (EAI),55,25.5,55,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,,Sequence B,Regular instructional sequence with school curriculum,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,22,0.916666667,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,16
"Bottge et al., 2010",6,rct,1,1,"Bottge, Brian A. and Rueda, Enrique and Grant, Timothy S. and Stephens, Ana C. and Laroque, Perry T.",Anchoring Problem-Solving and Computation Instruction in Context-Rich Learning Environments,2010,Exceptional Children,123,123,1048,Fractions Computation,0,0,0.918,0.166,sec,0,9,fractions,0.28,0.24,0.68,0.22,0.14,0.32,0.14,0.25,0.07,0.48,0.52,0.45,0.09,0.04,0,Informal Instruction + EAI,Three units of instruction on adding and subtracting fractions,29,24,53,NA,NA,1,NA,1,1,1,1,,NA,NA,NA,,,1,NA,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,16
"Bottge et al., 2010",6,rct,1,1,"Bottge, Brian A. and Rueda, Enrique and Grant, Timothy S. and Stephens, Ana C. and Laroque, Perry T.",Anchoring Problem-Solving and Computation Instruction in Context-Rich Learning Environments,2010,Exceptional Children,123,123,1049,Problem Solving Test,0,0,0.012,0.154,sec,0,9,fractions,0.28,0.24,0.68,0.22,0.14,0.32,0.14,0.25,0.07,0.48,0.52,0.45,0.09,0.04,0,Formal instruction + EAI,"Three units of fraction instruction that focused on developing students understanding of fraction notation, equivalence, and computation of simple and mixed fractions.",25,24,53,NA,1,1,1,1,1,1,1,1,1,1,1,1,,1,NA,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,16
"Bottge et al., 2010",6,rct,1,1,"Bottge, Brian A. and Rueda, Enrique and Grant, Timothy S. and Stephens, Ana C. and Laroque, Perry T.",Anchoring Problem-Solving and Computation Instruction in Context-Rich Learning Environments,2010,Exceptional Children,123,123,1050,ITBS Computation,1,0,-0.071,0.154,sec,0,9,fractions,0.28,0.24,0.68,0.22,0.14,0.32,0.14,0.25,0.07,0.48,0.52,0.45,0.09,0.04,0,Formal instruction + EAI,"Three units of fraction instruction that focused on developing students understanding of fraction notation, equivalence, and computation of simple and mixed fractions.",25,24,53,NA,1,1,1,1,1,1,1,1,1,1,1,1,,1,NA,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,16
"Bottge et al., 2010",6,rct,1,1,"Bottge, Brian A. and Rueda, Enrique and Grant, Timothy S. and Stephens, Ana C. and Laroque, Perry T.",Anchoring Problem-Solving and Computation Instruction in Context-Rich Learning Environments,2010,Exceptional Children,123,123,1051,ITBS Problem Solving & Data,1,0,-0.034,0.154,sec,0,9,fractions,0.28,0.24,0.68,0.22,0.14,0.32,0.14,0.25,0.07,0.48,0.52,0.45,0.09,0.04,0,Formal instruction + EAI,"Three units of fraction instruction that focused on developing students understanding of fraction notation, equivalence, and computation of simple and mixed fractions.",25,24,53,NA,1,1,1,1,1,1,1,1,1,1,1,1,,1,NA,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,21,0.875,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,16
"Bouck et al., 2017",7,scrd,1,1,"Bouck, Emily C. and Bassette, Laura and Shurr, Jordan and Park, Jiyoon and Kerr, Jackie and Whorley, Abbie",Teaching Equivalent Fractions to Secondary Students with Disabilities via the Virtual-Representational-Abstract Instructional Sequence,2017,Journal of Special Education Technology,127,127,1054,Equivalent fractions,0,0,3.028017779,0.286941901,sec,0,1,fractions,0.33,0.33,0,0,0,0,0,0,0,1,1,0,0,0,0,Intervention,VRA framework,3,11.3,13,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,,,NA,1,1,Baseline,No intervention,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22
"Bouck & Park, 2020",7,scrd,1,1,"Bouck, Emily C. and Park, Jiyoon","App-Based Manipulatives and the System of Least Prompts to Support Acquisition, Maintenance, and Generalization of Adding Integers",2020,Education and Training in Autism and Developmental Disabilities,131,131,1057,Adding integers,0,0,10.99702067,6.387624123,sec,0,1,operations,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,1,1,Intervention,Virtual manipulative and system of least prompts,3,5,4,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,1,1,Baseline,No instruction,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,16,0.909090909,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,20
"Bouck et al.,2020",7,scrd,1,1,"Bouck, Emily C. and Park, Jiyoon and Cwiakala, Katie and Whorley, Abbie",Learning Fraction Concepts Through the Virtual-Abstract Instructional Sequence.,2020,Journal of Behavioral Education,132,132,1058,"Fraction concepts (Equivalent fractions, Adding fractions with unlike denominators, Multiplying fractions by a whole number)",0,0,3.884579055,0.109458221,sec,0,1,fractions,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,Intervention,Virtual-abstract instructional sequence,3,22.3,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,1,1,,,NA,1,1,Baseline,No intervention,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,15,0.863636364,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19
"Bouck et al., 2020",7,scrd,1,1,"Bouck, Emily C. and Park, Jiyoon and Levy, Kennedy and Cwiakala, Katie and Whorley, Abbey",App-Based Manipulatives and Explicit Instruction to Support Division with Remainders,2020,Exceptionality,133,133,1059,Division with remainders,0,0,4.643501189,0.448262226,sec,0,1,operations,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,Intervention,Virtual manipulative and explicit instruction,3,6,20,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,,,NA,1,1,Baseline,"No prompts, manipulatives, or supports",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,16,0.863636364,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,19
"Bouck et al.,2019",7,scrd,1,1,"Bouck, Emily C. and Park, Jiyoon and Satsangi, Rajiv and Cwiakala, Katie and Levy, Kennedy",Using the Virtual-Abstract Instructional Sequence to Support Acquisition of Algebra,2019,Journal of Special Education Technology,130,130,1060,Solving algebraic equations,0,0,7.600497511,0.23707908,sec,0,1,algebra,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,Intervention,Virtual-abstract instructional sequence,4,18.75,20,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,,,NA,1,1,Baseline,No instruction,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,16,0.863636364,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,19
"Bouck et al., 2020",7,scrd,1,1,"Emily C. Bouck, Jiyoon Park & Kelly Stenzel ","Virtual manipulatives as assistive technology to support students with disabilities with mathematics, ",2020,Preventing School Failure: Alternative Education for Children and Youth,134,134,1061,Division with remainders,0,0,27.7651218,13.80446486,sec,0,1,operations,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,1,1,Intervention,App-based manipulative and explicit instruction,3,5,15,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,NA,1,1,Baseline,No instruction,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,14,0.818181818,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,18
"Brawand et al., 2020",7,scrd,1,1,"Brawand, Anne and King-Sears, Margaret E. and Evmenova, Anya S. and Regan, Kelley",Proportional Reasoning Word Problem Performance for Middle School Students With High-Incidence Disabilities (HID).,2020,Learning Disability Quarterly,135,135a,1063,Without calculator: Proportional reasoning word problems,0,0,0.162511176,0.110149525,sec,0,3,word problems,0.33,0.67,0.33,0,0,0,0,0,0.11,0,0,0,0,0.77,1,SBI Process without calculator,Schema-based instruction without calculator,9,9,35,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,,1,NA,3,Baseline,No intervention,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,14,0.818181818,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,18
"Brawand et al., 2020",7,scrd,1,1,"Brawand, Anne and King-Sears, Margaret E. and Evmenova, Anya S. and Regan, Kelley",Proportional Reasoning Word Problem Performance for Middle School Students With High-Incidence Disabilities (HID).,2020,Learning Disability Quarterly,135,135b,1064,With calculator: Proportional reasoning word problems,0,0,0.150967846,0.111302473,sec,0,3,word problems,0.33,0.67,0.33,0,0,0,0,0,0.11,0,0,0,0,0.77,1,SBI Process with calculator,Schema-based instruction with calculator,9,9,35,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,,1,NA,3,Baseline,No intervention,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,14,0.818181818,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,18
"Bryant et al., 2016",7,scrd,1,1,"Bryant, Brian R. and Bryant, Diane Pedrotty and Porterfield, Jennifer and Dennis, Minyi Shih and Falcomata, Terry and Valentine, Courtney and Brewer, Chelsea and Bell, Kathy",The Effects of a Tier 3 Intervention on the Mathematics Performance of Second Grade Students With Severe Mathematics Difficulties.,2016,Journal of Learning Disabilities,137,137,1068,TEMI-AC,1,0,0.344629319,0.065392585,early,1,2.5,early numeracy,0.75,0.5,0.83,0,0.5,0,0.5,0,0.25,0,0.33,0,0,0.25,1,Intervention,Tier 3 Early Numeracy Intervention,12,68,30,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,,,1,NA,2 to 3,Baseline,No intervention,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,16,0.909090909,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,20
"Bryant et al., 2016",6,rct,1,1,"Bryant, Brian R. and Bryant, Diane Pedrotty and Roberts, Greg and Fall, Anna-Maria",Effects of an Early Numeracy Intervention on Struggling Kindergarteners' Mathematics Performance,2016,International Journal for Research in Learning Disabilities,138,138,1069,TEMI-PM total,1,0,0.788,0.074,early,1,3,early numeracy,0.42,0.49,0.29,0.14,0.12,0.17,0.45,0.64,0.08,0.37,0.23,0.63,0,0,0,Treatment,"Supplemental intervention was developed
 with an emphasis on early numeracy concepts and
 skills.",47,92,26.5,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,,,NA,NA,,Comparison,"Classroom practices for the comparison group varied, depending upon the school. Yet, all programs focused on kindergarten Texas Essential Knowledge and Skills (TEKS; http://ritter.tea. state.tx.us/rules/tac/chapter111/ch111a.html) content, which involves skills and concepts in number and operations.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Bryant et al., 2016",6,rct,1,1,"Bryant, Brian R. and Bryant, Diane Pedrotty and Roberts, Greg and Fall, Anna-Maria",Effects of an Early Numeracy Intervention on Struggling Kindergarteners' Mathematics Performance,2016,International Journal for Research in Learning Disabilities,138,138,1070,TEMI-O,1,0,0.25,0.069,early,1,3,early numeracy,0.42,0.49,0.29,0.14,0.12,0.17,0.45,0.64,0.08,0.37,0.23,0.63,0,0,0,Treatment,"Supplemental intervention was developed
 with an emphasis on early numeracy concepts and
 skills.",47,92,26.5,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,,,NA,NA,,Comparison,"Classroom practices for the comparison group varied, depending upon the school. Yet, all programs focused on kindergarten Texas Essential Knowledge and Skills (TEKS; http://ritter.tea. state.tx.us/rules/tac/chapter111/ch111a.html) content, which involves skills and concepts in number and operations.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Bryant et al., 2020",6,rct,1,1,"Bryant, Diane Pedrotty and Bryant, Brian R. and Dougherty, Barbara and Roberts, Greg and Pfannenstiel, Kathleen Hughes and Lee, Jihyun",Mathematics performance on integers of students with mathematics difficulties.,2020,Journal of Mathematical Behavior,142,142,1071,Module Checks - Integers,1,0,0.561,0.039,sec,1,3,operations,0,0.48,0,0,0.09,0,0,0.77,0,0,0.11,0,0,0.03,0,Integer Intervention,"The integers module consisted of 15 scripted lessons, three",,15,45,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,,,1,NA,,Control,typical instruction for teacing integers,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,18,0.75,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,12
"Bryant et al., 2011",1,rct,1,1,"Bryant, Diane Pedrotty and Bryant, Brian R. and Roberts, Greg and Vaughn, Sharon and Pfannenstiel, Kathleen Hughes and Porterfield, Jennifer and Gersten, Russell",Early Numeracy Intervention Program for First-Grade Students With Mathematics Difficulties.,2011,Exceptional Children,141,141,1074,Stanford Achievement Test-Tenth edition,1,0,0.2227,0.1515,early,1,4,early numeracy,0.52,0.56,0,0.25,0.27,0,0.35,0.33,0,0.35,0.37,0,0,0.04,0,Early Numeracy Intervention,"program focused on number and operation mathematical ideas, including problem solving",139,76,25,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,,,1,NA,4,Business as usual,Typical instruction,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,16
"Bryant et al., 2011",1,rct,1,1,"Bryant, Diane Pedrotty and Bryant, Brian R. and Roberts, Greg and Vaughn, Sharon and Pfannenstiel, Kathleen Hughes and Porterfield, Jennifer and Gersten, Russell",Early Numeracy Intervention Program for First-Grade Students With Mathematics Difficulties.,2011,Exceptional Children,141,141,1075,Texas Early Mathematics Inventories Program Progress Monitoring (total score),1,0,0.5817,0.1538,early,1,4,early numeracy,0.52,0.56,0,0.25,0.27,0,0.35,0.33,0,0.35,0.37,0,0,0.04,0,Early Numeracy Intervention,"program focused on number and operation mathematical ideas, including problem solving",139,76,25,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,,,1,NA,4,Business as usual,Typical instruction,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,16
"Bryant et al., 2011",1,rct,1,1,"Bryant, Diane Pedrotty and Bryant, Brian R. and Roberts, Greg and Vaughn, Sharon and Pfannenstiel, Kathleen Hughes and Porterfield, Jennifer and Gersten, Russell",Early Numeracy Intervention Program for First-Grade Students With Mathematics Difficulties.,2011,Exceptional Children,141,141,1076,Texas Early Mathematics Inventories Program Outcome (total score),1,0,0.2941,0.1518,early,1,4,early numeracy,0.52,0.56,0,0.25,0.27,0,0.35,0.33,0,0.35,0.37,0,0,0.04,0,Early Numeracy Intervention,"program focused on number and operation mathematical ideas, including problem solving",139,76,25,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,,,1,NA,4,Business as usual,Typical instruction,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,0.916666667,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,16
"Bryant D.P., 2021",1,rct,1,1,"Bryant D.P., Pfannenstiel K.H., Bryant B.R., Roberts, G., Fall, A., Nozari, M., & Lee, J. ",Improving the Mathematics Performance of Second-Grade Students with Mathematics Difficulties through an Early Numeracy Intervention,2021,Behavior Modification,143,143,1077,Texas Early Mathematics Inventoryâ€”Progress Monitoring (Proximal Measure).,1,0,0.693042,0.04158,early,0,4,early numeracy,0.55,0.61,0,0.24,0.27,0,0.38,0.33,0,0.35,0.37,0,0,0.33,0,Treatment,TEMI-PM addressed conceptual understanding and computational fluency of foundational mathematics concepts,83,80,30,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,,1,NA,3 to 5,Control,business as usual,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Bryant D.P., 2021",1,rct,1,1,"Bryant D.P., Pfannenstiel K.H., Bryant B.R., Roberts, G., Fall, A., Nozari, M., & Lee, J. ",Improving the Mathematics Performance of Second-Grade Students with Mathematics Difficulties through an Early Numeracy Intervention,2021,Behavior Modification,143,143,1078,Texas Early Mathematics Inventoryâ€”Outcome (Distal Measure).,1,0,0.349834,0.04005,early,0,4,early numeracy,0.55,0.61,0,0.24,0.27,0,0.38,0.33,0,0.35,0.37,0,0,0.33,0,Treatment,TEMI-PM addressed conceptual understanding and computational fluency of foundational mathematics concepts,83,80,30,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,,1,NA,3 to 5,Control,business as usual,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Bryant D.P., 2021",1,rct,1,1,"Bryant D.P., Pfannenstiel K.H., Bryant B.R., Roberts, G., Fall, A., Nozari, M., & Lee, J. ",Improving the Mathematics Performance of Second-Grade Students with Mathematics Difficulties through an Early Numeracy Intervention,2021,Behavior Modification,143,143,1079,Stanford Achievement Testâ€”Tenth Edition (Distal Measure).,1,0,0.131509,0.039601,early,0,4,early numeracy,0.55,0.61,0,0.24,0.27,0,0.38,0.33,0,0.35,0.37,0,0,0.33,0,Treatment,TEMI-PM addressed conceptual understanding and computational fluency of foundational mathematics concepts,83,80,30,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,,1,NA,3 to 5,Control,business as usual,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18
"Bundock et al., 2015",7,scrd,1,1,"Bundock, Kaitlin A. and Hawken, Leanne S. and Kiuhara, Sharlene A.",Ninth-grade students with disabilities: A concreterepresentational- abstract + writing strategy for solving rate of change problems,2015,ProQuest Dissertations and Theses,144,144,1080,Rate of change probes,0,0,0.993608099,0.266212716,sec,0,1,algebra,0.33,0.33,0,0,0,0,0,0,0.33,0.33,0,0,0,0.67,0,Intervention,CRA + W rate of change intervention,3,34,22,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,,,NA,1,1,Baseline,No intervention,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,16,0.909090909,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20
"Burns, 2005",7,scrd,1,1,"Burns, Matthew K.",Using Incremental Rehearsal to Increase Fluency of Single-Digit Multiplication Facts With Children Identified as Learning Disabled in Mathematics Computation,2005,Education and Treatment of Children,145,145,1083,Digits Correct per minute,0,0,0.705532691,0.232765131,elem,0,3,operations,0.33,0.33,0,0.33,0.33,0,0,0,0,0.67,0.67,0,0,0,0,Experimental Treatment,Incremental Rehearsal,3,11.3,12.5,NA,NA,NA,NA,NA,NA,1,NA,,1,NA,NA,,,NA,1,3,,,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0.909090909,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"Burns et al., 2012",1,rct,1,1,"Burns, Matthew K. and Kanive, Rebecca and DeGrande, Megan",Effect of a Computer-Delivered Math Fact Intervention as a Supplemental Intervention for Math in Third and Fourth Grades,2012,Remedial and Special Education,147,147,1084,Star Math,0,0,0.358264,0.014465,elem,1,1,operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer-based math fluency (CBMF) intervention,MFF is a computer-based intervention focused on computational fluency of four mathematics operations,231,57.5,NA,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,1,,Control,Students in the control group participated in the intervention less than 1 time per week for less than 8 weeks,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,16,0.666666667,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,11
"Burns et al., 2012",1,rct,1,1,"Burns, Matthew K. and Kanive, Rebecca and DeGrande, Megan",Effect of a Computer-Delivered Math Fact Intervention as a Supplemental Intervention for Math in Third and Fourth Grades,2012,Remedial and Special Education,147,147,1084b,Star Math,0,0,0.487267,0.025629,elem,1,1,operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer-based math fluency (CBMF) intervention,MFF is a computer-based intervention focused on computational fluency of four mathematics operations,231,57,NA,NA,NA,NA,NA,NA,NA,1,NA,,NA,NA,NA,,,NA,1,,Control,Students in the control group participated in the intervention less than 1 time per week for less than 8 weeks,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,16,0.666666667,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,11
